Time;Command;AffectedRows;ElapsedTime
2018.04.08_22:48:36;DML_DELETE;100000;19746
2018.04.08_22:48:50;DML_INSERT;10000;3835
2018.04.08_23:23:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;80000;946
2018.04.08_23:23:41;DML_INSERT;10000;3730
2018.04.08_23:23:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;813
2018.04.08_23:23:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;865
2018.04.08_23:23:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;856
2018.04.08_23:23:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;831
2018.04.08_23:23:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1193
2018.04.08_23:23:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1092
2018.04.08_23:23:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2341
2018.04.08_23:23:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2429
2018.04.08_23:23:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2358
2018.04.08_23:23:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2016
2018.04.08_23:24:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;3038
2018.04.08_23:24:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;941
2018.04.08_23:24:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;929
2018.04.08_23:24:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;842
2018.04.08_23:24:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;933
2018.04.08_23:24:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;901
2018.04.08_23:24:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1113
2018.04.08_23:24:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1158
2018.04.08_23:24:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1407
2018.04.08_23:24:10;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1118
2018.04.08_23:24:12;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1905
2018.04.08_23:24:13;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1061
2018.04.08_23:24:14;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1044
2018.04.08_23:24:15;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1015
2018.04.08_23:24:16;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;989
2018.04.08_23:24:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1274
2018.04.08_23:24:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;937
2018.04.08_23:24:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1354
2018.04.08_23:24:21;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1103
2018.04.08_23:24:23;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1819
2018.04.08_23:24:25;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2499
2018.04.08_23:24:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2377
2018.04.08_23:24:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2030
2018.04.08_23:24:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2930
2018.04.08_23:24:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1046
2018.04.08_23:24:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1104
2018.04.08_23:24:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1046
2018.04.08_23:24:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1116
2018.04.08_23:24:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1129
2018.04.08_23:24:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1052
2018.04.08_23:24:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1189
2018.04.08_23:24:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1222
2018.04.08_23:24:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1164
2018.04.08_23:24:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1114
2018.04.08_23:24:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1053
2018.04.08_23:24:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1132
2018.04.08_23:24:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1252
2018.04.08_23:24:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1075
2018.04.08_23:24:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1130
2018.04.08_23:24:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1138
2018.04.08_23:24:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1176
2018.04.08_23:24:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1157
2018.04.08_23:24:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1093
2018.04.08_23:24:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1365
2018.04.08_23:24:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2632
2018.04.08_23:25:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2616
2018.04.08_23:25:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2849
2018.04.08_23:25:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2509
2018.04.08_23:25:11;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;4553
2018.04.08_23:25:12;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1260
2018.04.08_23:25:13;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1194
2018.04.08_23:25:14;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1214
2018.04.08_23:25:16;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1150
2018.04.08_23:25:17;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1159
2018.04.08_23:25:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1270
2018.04.08_23:25:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1274
2018.04.08_23:25:21;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1366
2018.04.08_23:25:22;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1293
2018.04.08_23:25:23;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1152
2018.04.08_23:25:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1206
2018.04.08_23:25:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1365
2018.04.08_23:25:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1243
2018.04.08_23:25:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1230
2018.04.08_23:25:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1381
2018.04.08_23:25:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1207
2018.04.08_23:25:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1325
2018.04.08_23:25:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1209
2018.04.08_23:25:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1469
2018.04.08_23:25:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2790
2018.04.08_23:25:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2661
2018.04.08_23:25:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2974
2018.04.08_23:25:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;3134
2018.04.08_23:25:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2878
2018.04.08_23:25:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2740
2018.04.08_23:25:55;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;3210
2018.04.08_23:25:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2308
2018.04.08_23:25:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1362
2018.04.08_23:26:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1372
2018.04.08_23:26:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1363
2018.04.08_23:26:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1460
2018.04.08_23:26:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;2103
2018.04.08_23:26:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1375
2018.04.08_23:26:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1498
2018.04.08_23:26:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1353
2018.04.08_23:26:11;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1416
2018.04.08_23:26:12;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1504
2018.04.08_23:26:14;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1853
2018.04.08_23:26:16;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1500
2018.04.08_23:26:17;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1521
2018.04.08_23:26:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;90000;1754
2018.04.08_23:30:00;DML_INSERT;10000;3730
2018.04.08_23:34:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1677
2018.04.08_23:34:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2085
2018.04.08_23:34:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1499
2018.04.08_23:34:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1538
2018.04.08_23:34:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1481
2018.04.08_23:34:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1709
2018.04.08_23:34:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1903
2018.04.08_23:34:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1770
2018.04.08_23:34:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1736
2018.04.08_23:34:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1782
2018.04.08_23:34:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1410
2018.04.08_23:34:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1449
2018.04.08_23:34:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1379
2018.04.08_23:34:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1392
2018.04.08_23:34:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1396
2018.04.08_23:34:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1429
2018.04.08_23:34:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1713
2018.04.08_23:35:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1767
2018.04.08_23:35:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1531
2018.04.08_23:35:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2169
2018.04.08_23:35:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1579
2018.04.08_23:35:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1613
2018.04.08_23:35:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1876
2018.04.08_23:35:11;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1760
2018.04.08_23:35:13;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1976
2018.04.08_23:35:15;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1489
2018.04.08_23:35:17;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2025
2018.04.08_23:35:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1882
2018.04.08_23:35:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1836
2018.04.08_23:35:22;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1958
2018.04.08_23:35:25;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2875
2018.04.08_23:35:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2855
2018.04.08_23:35:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2545
2018.04.08_23:35:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2282
2018.04.08_23:35:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2607
2018.04.08_23:35:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3215
2018.04.08_23:35:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3307
2018.04.08_23:35:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3679
2018.04.08_23:35:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2900
2018.04.08_23:35:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1455
2018.04.08_23:35:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1605
2018.04.08_23:35:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1908
2018.04.08_23:35:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2497
2018.04.08_23:35:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2418
2018.04.08_23:36:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1435
2018.04.08_23:36:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1516
2018.04.08_23:36:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1542
2018.04.08_23:36:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1673
2018.04.08_23:36:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1424
2018.04.08_23:36:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2005
2018.04.08_23:36:10;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2078
2018.04.08_23:36:12;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2048
2018.04.08_23:36:14;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1840
2018.04.08_23:36:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;13310
2018.04.08_23:36:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2078
2018.04.08_23:36:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1774
2018.04.08_23:36:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1525
2018.04.08_23:36:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1548
2018.04.08_23:36:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2154
2018.04.08_23:36:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2563
2018.04.08_23:36:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2990
2018.04.08_23:36:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2281
2018.04.08_23:36:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2173
2018.04.08_23:36:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2075
2018.04.08_23:36:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2012
2018.04.08_23:36:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2011
2018.04.08_23:36:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1877
2018.04.08_23:36:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1710
2018.04.08_23:36:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2289
2018.04.08_23:37:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1848
2018.04.08_23:37:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1908
2018.04.08_23:37:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1720
2018.04.08_23:37:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1775
2018.04.08_23:37:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1884
2018.04.08_23:37:10;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2307
2018.04.08_23:37:13;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3310
2018.04.08_23:37:17;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3515
2018.04.08_23:37:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3218
2018.04.08_23:37:23;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3446
2018.04.08_23:37:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2538
2018.04.08_23:37:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1948
2018.04.08_23:37:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2222
2018.04.08_23:37:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2170
2018.04.08_23:37:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2182
2018.04.08_23:37:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1878
2018.04.08_23:37:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1878
2018.04.08_23:37:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1616
2018.04.08_23:37:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1614
2018.04.08_23:37:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1434
2018.04.08_23:37:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1623
2018.04.08_23:37:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1492
2018.04.08_23:37:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1351
2018.04.08_23:37:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1505
2018.04.08_23:37:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1429
2018.04.08_23:37:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1601
2018.04.08_23:37:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1417
2018.04.08_23:37:55;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1403
